ProdutoID,Nome_Produto,Categoria,Subcategoria,Marca,Custo_Unit,Preco_Lista,Ativo,Data_Lancamento
P000902,Produto P000902,Frios & Laticínios,Leite,SulMax,16.66,22.65,True,2024-01-27
P000903,Produto P000903,Higiene,Pasta de dente,Nordic,14.91,21.23,False,2024-10-31
P000904,Produto P000904,Bebidas,Cervejas,SulMax,9.1,12.36,False,2023-06-27
P000905,Produto P000905,Higiene,Pasta de dente,EcoVida,4.07,5.55,True,2025-04-24
P000906,Produto P000906,Higiene,Fraldas,Acme,6.79,11.36,True,2025-04-03
P000907,Produto P000907,Frios & Laticínios,Manteiga,Prime+,4.13,5.99,True,2025-05-12
P000908,Produto P000908,Limpeza,Desinfetantes,SulMax,7.99,13.0,True,2022-07-08
P000909,Produto P000909,Bebidas,Energéticos,RioDoce,19.95,35.2,True,2025-01-29
P000910,Produto P000910,Bebidas,Energéticos,TopBrasil,8.2,14.13,True,2023-12-21
P000911,Produto P000911,Mercearia,Enlatados,ValeVerde,9.92,12.73,True,2023-12-24
P000912,Produto P000912,Frios & Laticínios,Iogurtes,ValeVerde,9.69,17.15,True,2023-09-26
P000913,Produto P000913,Limpeza,Detergentes,RioDoce,11.95,20.98,True,2022-05-23
P000914,Produto P000914,Higiene,Pasta de dente,RioDoce,8.8,13.12,True,2025-04-21
P000915,Produto P000915,Higiene,Shampoo,RioDoce,7.75,9.88,True,2022-07-11
P000916,Produto P000916,Mercearia,Molhos,TopBrasil,13.98,19.1,True,2025-04-30
P000917,Produto P000917,Limpeza,Esponjas,SulMax,9.37,12.56,False,2023-06-05
P000918,Produto P000918,Bebidas,Cervejas,EcoVida,6.36,11.11,True,2022-10-16
P000919,Produto P000919,Mercearia,Massas,ValeVerde,10.07,14.54,True,2022-10-10
P000920,Produto P000920,Higiene,Fraldas,Nordic,10.5,17.3,True,2025-05-16
P000921,Produto P000921,Mercearia,Café/Chá,TopBrasil,17.19,22.08,True,2022-09-02
P000922,Produto P000922,Higiene,Sabonetes,Acme,7.82,13.82,True,2025-02-02
P000923,Produto P000923,Mercearia,Molhos,Prime+,16.43,27.92,True,2022-08-17
P000924,Produto P000924,Frios & Laticínios,Requeijão,RioDoce,4.51,7.71,True,2023-12-10
P000925,Produto P000925,Bebidas,Sucos,TopBrasil,5.03,8.34,False,2022-07-14
P000926,Produto P000926,Higiene,Sabonetes,RioDoce,7.86,10.53,True,2023-09-14
P000927,Produto P000927,Mercearia,Enlatados,EcoVida,8.44,10.58,True,2023-01-15
P000928,Produto P000928,Limpeza,Esponjas,ValeVerde,9.59,12.74,True,2023-06-03
P000929,Produto P000929,Bebidas,Cervejas,Prime+,14.42,22.61,True,2023-07-12
P000930,Produto P000930,Frios & Laticínios,Requeijão,ValeVerde,10.49,15.92,False,2023-05-09
P000931,Produto P000931,Bebidas,Energéticos,Nordic,6.62,8.37,True,2025-06-27
P000932,Produto P000932,Higiene,Pasta de dente,SulMax,15.88,28.02,True,2025-05-13
P000933,Produto P000933,Bebidas,Sucos,SulMax,6.22,9.43,True,2023-06-15
P000934,Produto P000934,Bebidas,Sucos,Nordic,8.62,11.54,True,2023-04-11
P000935,Produto P000935,Limpeza,Esponjas,SulMax,22.24,28.14,True,2023-01-21
P000936,Produto P000936,Limpeza,Amaciantes,Nordic,5.24,7.11,True,2024-06-17
P000937,Produto P000937,Frios & Laticínios,Requeijão,TopBrasil,17.96,28.54,True,2022-06-15
P000938,Produto P000938,Higiene,Pasta de dente,Prime+,10.76,18.25,True,2024-11-28
P000939,Produto P000939,Higiene,Sabonetes,Nordic,8.28,10.95,True,2022-10-20
P000940,Produto P000940,Limpeza,Detergentes,Acme,5.23,8.56,True,2024-06-02
P000941,Produto P000941,Higiene,Shampoo,Prime+,3.66,5.93,True,2023-12-21
P000942,Produto P000942,Mercearia,Massas,ValeVerde,11.5,14.67,True,2022-03-16
P000943,Produto P000943,Limpeza,Esponjas,Prime+,10.01,14.9,True,2024-10-21
P000944,Produto P000944,Bebidas,Energéticos,Prime+,13.42,19.6,True,2022-04-26
P000945,Produto P000945,Limpeza,Esponjas,ValeVerde,11.89,16.28,True,2023-09-05
P000946,Produto P000946,Higiene,Desodorantes,Nordic,15.49,25.67,True,2022-04-15
P000947,Produto P000947,Mercearia,Molhos,EcoVida,9.51,12.51,True,2025-06-09
P000948,Produto P000948,Frios & Laticínios,Queijos,TopBrasil,19.91,28.93,True,2025-07-28
P000949,Produto P000949,Higiene,Fraldas,EcoVida,14.74,25.8,True,2022-05-16
P000950,Produto P000950,Frios & Laticínios,Manteiga,TopBrasil,5.73,7.31,True,2024-12-26
P000951,Produto P000951,Frios & Laticínios,Leite,SulMax,23.58,38.77,True,2024-03-09
P000952,Produto P000952,Limpeza,Lava-roupas,TopBrasil,20.21,34.89,True,2022-08-10
P000953,Produto P000953,Bebidas,Sucos,TopBrasil,8.63,11.45,True,2025-02-10
P000954,Produto P000954,Frios & Laticínios,Queijos,Nordic,8.1,13.6,True,2025-04-26
P000955,Produto P000955,Higiene,Desodorantes,RioDoce,12.34,17.23,True,2024-08-30
P000956,Produto P000956,Bebidas,Refrigerantes,Acme,2.47,3.8,True,2024-11-29
P000957,Produto P000957,Limpeza,Lava-roupas,EcoVida,11.96,16.19,True,2023-05-02
P000958,Produto P000958,Mercearia,Snacks,RioDoce,3.87,6.39,True,2023-01-22
P000959,Produto P000959,Bebidas,Águas,Acme,20.42,34.64,True,2024-11-30
P000960,Produto P000960,Bebidas,Energéticos,TopBrasil,3.34,5.72,True,2023-10-02
P000961,Produto P000961,Higiene,Pasta de dente,EcoVida,5.71,8.67,True,2023-12-10
P000962,Produto P000962,Frios & Laticínios,Iogurtes,Prime+,7.9,10.96,True,2025-04-01
P000963,Produto P000963,Frios & Laticínios,Queijos,SulMax,5.49,7.43,True,2022-12-10
P000964,Produto P000964,Frios & Laticínios,Manteiga,Prime+,9.47,14.08,True,2024-06-20
P000965,Produto P000965,Limpeza,Detergentes,RioDoce,14.78,21.41,True,2024-09-03
P000966,Produto P000966,Mercearia,Café/Chá,TopBrasil,10.38,14.3,True,2022-10-15
P000967,Produto P000967,Limpeza,Esponjas,ValeVerde,8.8,12.28,True,2023-12-24
P000968,Produto P000968,Bebidas,Cervejas,Nordic,5.96,8.83,True,2023-08-16
P000969,Produto P000969,Mercearia,Café/Chá,Prime+,12.02,15.23,False,2024-02-04
P000970,Produto P000970,Bebidas,Águas,EcoVida,10.71,14.7,True,2025-02-26
P000971,Produto P000971,Frios & Laticínios,Iogurtes,Prime+,12.97,21.98,True,2023-08-21
P000972,Produto P000972,Mercearia,Molhos,Acme,23.53,39.24,True,2022-01-03
P000973,Produto P000973,Mercearia,Café/Chá,SulMax,6.03,8.34,True,2024-06-13
P000974,Produto P000974,Bebidas,Águas,Prime+,8.93,14.51,True,2025-05-17
P000975,Produto P000975,Limpeza,Esponjas,TopBrasil,14.6,23.96,True,2023-11-25
P000976,Produto P000976,Mercearia,Snacks,Acme,13.57,17.79,True,2024-06-15
P000977,Produto P000977,Mercearia,Snacks,Nordic,17.39,28.18,True,2023-07-24
P000978,Produto P000978,Bebidas,Cervejas,ValeVerde,18.71,27.65,True,2023-04-25
P000979,Produto P000979,Frios & Laticínios,Iogurtes,Acme,10.0,17.3,True,2022-07-27
P000980,Produto P000980,Limpeza,Esponjas,Prime+,7.89,11.44,True,2023-10-27
P000981,Produto P000981,Bebidas,Cervejas,ValeVerde,6.49,9.37,True,2023-05-02
P000982,Produto P000982,Limpeza,Amaciantes,Acme,4.32,7.08,True,2024-05-24
P000983,Produto P000983,Bebidas,Cervejas,Prime+,7.97,12.26,True,2025-04-21
P000984,Produto P000984,Higiene,Fraldas,Nordic,7.9,11.04,True,2022-12-17
P000985,Produto P000985,Frios & Laticínios,Leite,RioDoce,9.63,12.49,True,2024-10-10
P000986,Produto P000986,Higiene,Shampoo,RioDoce,7.51,12.21,True,2025-07-02
P000987,Produto P000987,Frios & Laticínios,Iogurtes,Nordic,16.83,26.02,True,2025-02-08
P000988,Produto P000988,Higiene,Desodorantes,SulMax,3.07,4.76,False,2022-09-07
P000989,Produto P000989,Limpeza,Detergentes,SulMax,5.36,8.82,True,2023-02-11
P000990,Produto P000990,Mercearia,Molhos,Acme,5.91,8.95,True,2023-08-30
P000991,Produto P000991,Mercearia,Molhos,Nordic,3.85,5.82,True,2024-08-07
P000992,Produto P000992,Bebidas,Sucos,Prime+,8.53,11.0,True,2025-03-07
P000993,Produto P000993,Mercearia,Massas,Nordic,16.14,25.61,True,2022-05-02
P000994,Produto P000994,Limpeza,Lava-roupas,EcoVida,11.14,16.77,True,2023-03-24
P000995,Produto P000995,Bebidas,Energéticos,SulMax,6.35,9.25,True,2024-07-20
P000996,Produto P000996,Limpeza,Lava-roupas,ValeVerde,11.35,19.91,True,2022-07-10
P000997,Produto P000997,Higiene,Sabonetes,SulMax,13.26,20.06,True,2022-01-29
P000998,Produto P000998,Frios & Laticínios,Leite,TopBrasil,10.6,15.9,False,2022-12-06
P000999,Produto P000999,Higiene,Pasta de dente,Prime+,9.66,16.04,True,2022-10-16
P001000,Produto P001000,Higiene,Pasta de dente,SulMax,13.54,17.29,True,2024-12-08
P001001,Produto P001001,Frios & Laticínios,Manteiga,SulMax,4.68,7.91,True,2022-05-09
P001002,Produto P001002,Bebidas,Águas,Acme,7.03,8.84,True,2022-01-18
P001003,Produto P001003,Higiene,Sabonetes,Prime+,13.16,17.38,True,2024-02-04
P001004,Produto P001004,Bebidas,Cervejas,TopBrasil,6.05,10.1,False,2023-05-25
P001005,Produto P001005,Bebidas,Refrigerantes,Prime+,4.58,6.13,True,2023-02-10
P001006,Produto P001006,Higiene,Sabonetes,Prime+,9.95,16.09,True,2025-07-01
P001007,Produto P001007,Bebidas,Refrigerantes,Nordic,7.87,10.9,True,2022-06-11
P001008,Produto P001008,Higiene,Desodorantes,SulMax,5.57,7.68,True,2022-10-16
P001009,Produto P001009,Mercearia,Molhos,Prime+,8.12,11.68,True,2025-06-25
P001010,Produto P001010,Higiene,Pasta de dente,RioDoce,5.14,8.23,True,2023-12-26
P001011,Produto P001011,Bebidas,Sucos,TopBrasil,5.23,9.32,True,2024-04-06
P001012,Produto P001012,Bebidas,Refrigerantes,Prime+,4.24,5.63,True,2023-02-01
P001013,Produto P001013,Mercearia,Café/Chá,Nordic,6.92,9.77,True,2023-11-02
P001014,Produto P001014,Frios & Laticínios,Manteiga,EcoVida,22.6,32.43,True,2024-04-01
P001015,Produto P001015,Frios & Laticínios,Manteiga,Acme,7.39,11.81,True,2024-11-20
P001016,Produto P001016,Bebidas,Sucos,Nordic,4.89,6.98,True,2024-06-06
P001017,Produto P001017,Frios & Laticínios,Leite,SulMax,12.04,16.28,True,2023-09-08
P001018,Produto P001018,Bebidas,Cervejas,RioDoce,11.38,18.28,True,2023-04-13
P001019,Produto P001019,Higiene,Shampoo,ValeVerde,12.55,22.24,True,2022-11-07
P001020,Produto P001020,Limpeza,Desinfetantes,Nordic,10.83,15.37,True,2024-03-08
P001021,Produto P001021,Bebidas,Cervejas,ValeVerde,7.26,12.64,False,2025-02-17
P001022,Produto P001022,Limpeza,Detergentes,Prime+,14.16,18.35,True,2025-07-27
P001023,Produto P001023,Limpeza,Amaciantes,Prime+,30.21,48.44,True,2025-07-01
P001024,Produto P001024,Frios & Laticínios,Leite,Prime+,5.3,6.85,True,2025-06-17
P001025,Produto P001025,Higiene,Shampoo,TopBrasil,11.82,20.47,True,2023-05-01
P001026,Produto P001026,Frios & Laticínios,Manteiga,Acme,9.05,12.14,True,2022-06-15
P001027,Produto P001027,Higiene,Fraldas,Prime+,24.49,31.99,True,2023-10-17
P001028,Produto P001028,Frios & Laticínios,Iogurtes,RioDoce,9.25,13.54,True,2023-08-27
P001029,Produto P001029,Higiene,Desodorantes,RioDoce,29.8,38.09,True,2023-04-05
P001030,Produto P001030,Mercearia,Molhos,TopBrasil,9.42,15.81,True,2022-04-05
P001031,Produto P001031,Limpeza,Desinfetantes,SulMax,19.09,26.03,True,2025-01-04
P001032,Produto P001032,Limpeza,Amaciantes,ValeVerde,11.72,16.19,True,2025-06-03
P001033,Produto P001033,Mercearia,Café/Chá,TopBrasil,17.3,22.01,True,2024-10-05
P001034,Produto P001034,Limpeza,Desinfetantes,Prime+,7.87,10.49,True,2023-05-20
P001035,Produto P001035,Frios & Laticínios,Iogurtes,Prime+,9.11,13.15,True,2024-09-10
P001036,Produto P001036,Limpeza,Detergentes,TopBrasil,5.4,8.2,True,2025-03-10
P001037,Produto P001037,Limpeza,Lava-roupas,Prime+,11.8,15.74,False,2023-08-21
P001038,Produto P001038,Limpeza,Amaciantes,Nordic,15.62,20.53,False,2023-01-15
P001039,Produto P001039,Frios & Laticínios,Iogurtes,SulMax,10.7,14.31,True,2023-12-11
P001040,Produto P001040,Higiene,Pasta de dente,Prime+,9.65,16.39,True,2023-06-16
P001041,Produto P001041,Frios & Laticínios,Requeijão,EcoVida,3.17,5.29,True,2022-07-05
P001042,Produto P001042,Limpeza,Esponjas,RioDoce,8.81,14.11,True,2023-08-18
P001043,Produto P001043,Higiene,Fraldas,RioDoce,10.56,14.33,True,2023-04-25
P001044,Produto P001044,Higiene,Pasta de dente,Prime+,11.3,17.85,True,2023-05-10
P001045,Produto P001045,Frios & Laticínios,Requeijão,TopBrasil,19.65,26.57,True,2022-11-10
P001046,Produto P001046,Limpeza,Desinfetantes,Prime+,6.39,10.96,True,2025-07-09
P001047,Produto P001047,Mercearia,Café/Chá,Nordic,12.41,19.61,True,2025-07-24
P001048,Produto P001048,Higiene,Shampoo,RioDoce,10.6,13.94,True,2022-05-25
P001049,Produto P001049,Limpeza,Lava-roupas,SulMax,15.59,27.28,True,2022-02-20
P001050,Produto P001050,Frios & Laticínios,Requeijão,ValeVerde,12.67,16.35,True,2023-09-13
P001051,Produto P001051,Limpeza,Detergentes,TopBrasil,10.14,13.75,True,2023-07-03
P001052,Produto P001052,Mercearia,Enlatados,Prime+,11.2,19.94,True,2023-07-03
P001053,Produto P001053,Limpeza,Detergentes,TopBrasil,15.0,26.16,True,2022-12-14
P001054,Produto P001054,Bebidas,Sucos,ValeVerde,7.13,11.05,True,2025-04-26
P001055,Produto P001055,Mercearia,Enlatados,Acme,4.03,5.99,False,2025-04-15
P001056,Produto P001056,Limpeza,Lava-roupas,Prime+,6.12,8.81,True,2023-08-11
P001057,Produto P001057,Mercearia,Massas,EcoVida,4.77,6.99,True,2024-02-11
P001058,Produto P001058,Mercearia,Enlatados,RioDoce,8.35,12.11,True,2024-06-19
P001059,Produto P001059,Limpeza,Desinfetantes,Nordic,7.06,11.31,False,2024-08-12
P001060,Produto P001060,Mercearia,Snacks,Nordic,4.36,7.57,True,2022-03-16
P001061,Produto P001061,Limpeza,Amaciantes,Nordic,9.01,15.39,False,2022-03-15
P001062,Produto P001062,Frios & Laticínios,Iogurtes,RioDoce,11.91,20.09,True,2022-05-25
P001063,Produto P001063,Mercearia,Enlatados,RioDoce,5.22,7.78,True,2025-01-06
P001064,Produto P001064,Limpeza,Desinfetantes,TopBrasil,2.49,4.06,True,2022-03-28
P001065,Produto P001065,Limpeza,Amaciantes,TopBrasil,3.25,4.34,True,2022-06-12
P001066,Produto P001066,Frios & Laticínios,Requeijão,ValeVerde,7.82,11.5,True,2023-08-11
P001067,Produto P001067,Mercearia,Enlatados,ValeVerde,9.81,13.52,True,2024-09-14
P001068,Produto P001068,Limpeza,Esponjas,EcoVida,20.5,30.48,True,2024-03-07
P001069,Produto P001069,Limpeza,Detergentes,EcoVida,8.28,13.3,True,2023-01-15
P001070,Produto P001070,Higiene,Shampoo,EcoVida,22.24,36.94,True,2024-08-14
P001071,Produto P001071,Higiene,Pasta de dente,ValeVerde,4.54,6.87,True,2024-03-30
P001072,Produto P001072,Bebidas,Refrigerantes,SulMax,14.09,23.59,False,2023-04-28
P001073,Produto P001073,Frios & Laticínios,Leite,Prime+,8.92,11.71,True,2024-03-25
P001074,Produto P001074,Frios & Laticínios,Queijos,Acme,5.63,8.72,True,2022-05-20
P001075,Produto P001075,Higiene,Desodorantes,Acme,8.75,12.34,False,2025-07-26
P001076,Produto P001076,Bebidas,Sucos,TopBrasil,13.77,22.34,True,2022-05-06
P001077,Produto P001077,Bebidas,Energéticos,Acme,5.81,8.98,True,2024-06-07
P001078,Produto P001078,Bebidas,Refrigerantes,EcoVida,15.64,19.57,True,2023-06-01
P001079,Produto P001079,Frios & Laticínios,Iogurtes,EcoVida,29.38,40.79,True,2025-01-26
P001080,Produto P001080,Higiene,Fraldas,Acme,6.53,8.81,True,2024-02-24
P001081,Produto P001081,Limpeza,Detergentes,Acme,16.49,24.74,False,2025-07-14
P001082,Produto P001082,Higiene,Sabonetes,ValeVerde,2.74,4.6,True,2024-01-10
P001083,Produto P001083,Mercearia,Café/Chá,TopBrasil,13.82,23.1,False,2022-01-03
P001084,Produto P001084,Limpeza,Lava-roupas,SulMax,8.83,12.65,True,2024-02-12
P001085,Produto P001085,Mercearia,Snacks,ValeVerde,6.66,9.97,True,2024-10-30
P001086,Produto P001086,Frios & Laticínios,Manteiga,Acme,12.79,18.91,True,2023-10-18
P001087,Produto P001087,Higiene,Fraldas,ValeVerde,12.63,21.26,True,2023-01-31
P001088,Produto P001088,Higiene,Shampoo,EcoVida,9.49,13.76,False,2023-10-13
P001089,Produto P001089,Bebidas,Águas,EcoVida,9.45,13.39,True,2024-03-30
P001090,Produto P001090,Limpeza,Detergentes,EcoVida,7.5,11.37,False,2022-03-31
P001091,Produto P001091,Bebidas,Refrigerantes,SulMax,25.92,38.37,True,2024-03-16
P001092,Produto P001092,Mercearia,Molhos,RioDoce,10.63,14.6,True,2024-11-03
P001093,Produto P001093,Bebidas,Sucos,Prime+,22.48,33.71,True,2025-07-07
P001094,Produto P001094,Higiene,Shampoo,EcoVida,12.72,21.76,True,2022-05-18
P001095,Produto P001095,Bebidas,Águas,TopBrasil,11.08,14.35,True,2022-09-03
P001096,Produto P001096,Frios & Laticínios,Iogurtes,ValeVerde,3.65,5.88,True,2025-05-05
P001097,Produto P001097,Mercearia,Snacks,Nordic,10.33,15.1,True,2022-05-08
P001098,Produto P001098,Bebidas,Sucos,Prime+,5.08,8.36,True,2022-01-26
P001099,Produto P001099,Bebidas,Sucos,TopBrasil,5.23,8.23,True,2023-01-26
P001100,Produto P001100,Mercearia,Massas,TopBrasil,3.92,5.69,True,2022-07-03
P001101,Produto P001101,Mercearia,Snacks,Prime+,4.82,6.42,True,2025-07-18
P001102,Produto P001102,Higiene,Pasta de dente,EcoVida,7.7,9.82,True,2023-05-08
P001103,Produto P001103,Frios & Laticínios,Queijos,EcoVida,4.19,7.0,True,2022-07-24
P001104,Produto P001104,Frios & Laticínios,Leite,RioDoce,6.3,10.36,True,2025-03-17
P001105,Produto P001105,Higiene,Fraldas,RioDoce,4.4,5.67,False,2022-01-09
P001106,Produto P001106,Limpeza,Esponjas,Acme,11.48,16.2,True,2022-08-12
P001107,Produto P001107,Higiene,Pasta de dente,RioDoce,38.59,51.42,True,2022-12-06
P001108,Produto P001108,Frios & Laticínios,Iogurtes,Acme,20.32,26.57,True,2024-11-25
P001109,Produto P001109,Higiene,Shampoo,Nordic,10.78,19.06,False,2024-04-28
P001110,Produto P001110,Frios & Laticínios,Iogurtes,Acme,7.92,11.67,True,2024-02-12
P001111,Produto P001111,Bebidas,Águas,Acme,9.5,14.88,True,2022-04-18
P001112,Produto P001112,Higiene,Sabonetes,Acme,20.16,34.87,True,2024-02-14
P001113,Produto P001113,Mercearia,Enlatados,Nordic,14.43,22.82,True,2022-02-09
P001114,Produto P001114,Mercearia,Café/Chá,Nordic,12.07,17.21,True,2025-03-07
P001115,Produto P001115,Bebidas,Sucos,ValeVerde,7.26,9.25,True,2022-10-31
P001116,Produto P001116,Limpeza,Desinfetantes,EcoVida,6.83,9.29,True,2023-02-11
P001117,Produto P001117,Mercearia,Café/Chá,ValeVerde,10.67,18.36,True,2022-03-28
P001118,Produto P001118,Frios & Laticínios,Iogurtes,RioDoce,16.92,25.56,True,2023-10-06
P001119,Produto P001119,Bebidas,Cervejas,TopBrasil,10.23,17.6,True,2022-06-27
P001120,Produto P001120,Limpeza,Amaciantes,RioDoce,5.94,9.78,True,2025-07-21
P001121,Produto P001121,Limpeza,Esponjas,ValeVerde,9.45,12.14,True,2023-01-02
P001122,Produto P001122,Frios & Laticínios,Manteiga,TopBrasil,14.11,21.93,True,2024-10-05
P001123,Produto P001123,Higiene,Fraldas,SulMax,5.95,8.47,True,2025-02-03
P001124,Produto P001124,Higiene,Desodorantes,ValeVerde,20.62,31.78,True,2022-02-07
P001125,Produto P001125,Frios & Laticínios,Leite,Acme,7.23,11.47,True,2024-10-20
P001126,Produto P001126,Limpeza,Amaciantes,Prime+,15.02,22.1,True,2024-11-20
P001127,Produto P001127,Frios & Laticínios,Manteiga,Prime+,15.16,27.04,True,2025-05-18
P001128,Produto P001128,Bebidas,Cervejas,EcoVida,4.71,7.36,True,2024-05-20
P001129,Produto P001129,Mercearia,Massas,Nordic,16.48,26.18,True,2022-02-04
P001130,Produto P001130,Limpeza,Detergentes,SulMax,30.54,42.11,False,2024-07-06
P001131,Produto P001131,Limpeza,Lava-roupas,Nordic,10.89,16.37,True,2023-12-04
P001132,Produto P001132,Higiene,Shampoo,Prime+,12.84,20.96,True,2023-08-07
P001133,Produto P001133,Limpeza,Esponjas,TopBrasil,13.41,19.32,False,2025-02-21
P001134,Produto P001134,Bebidas,Sucos,Nordic,11.29,19.47,True,2024-03-05
P001135,Produto P001135,Limpeza,Desinfetantes,RioDoce,16.97,21.46,True,2023-02-04
P001136,Produto P001136,Limpeza,Esponjas,SulMax,10.99,16.15,True,2022-07-16
P001137,Produto P001137,Frios & Laticínios,Requeijão,EcoVida,12.58,22.29,True,2025-06-14
P001138,Produto P001138,Frios & Laticínios,Iogurtes,EcoVida,9.5,14.93,True,2025-03-01
P001139,Produto P001139,Higiene,Sabonetes,RioDoce,6.62,9.22,True,2023-07-17
P001140,Produto P001140,Limpeza,Detergentes,RioDoce,6.28,9.83,True,2024-09-01
P001141,Produto P001141,Higiene,Fraldas,Prime+,10.14,15.71,True,2022-01-22
P001142,Produto P001142,Frios & Laticínios,Queijos,Nordic,8.94,15.91,True,2023-10-23
P001143,Produto P001143,Limpeza,Desinfetantes,Acme,4.71,6.07,True,2023-03-12
P001144,Produto P001144,Higiene,Fraldas,Prime+,7.63,10.17,True,2025-04-02
P001145,Produto P001145,Frios & Laticínios,Queijos,Nordic,6.58,10.52,True,2024-12-05
P001146,Produto P001146,Mercearia,Café/Chá,Acme,3.42,5.68,True,2024-03-28
P001147,Produto P001147,Frios & Laticínios,Leite,Prime+,3.72,5.74,True,2022-12-25
P001148,Produto P001148,Mercearia,Snacks,Nordic,10.98,16.79,True,2023-10-10
P001149,Produto P001149,Higiene,Shampoo,TopBrasil,9.93,15.94,False,2023-11-12
P001150,Produto P001150,Bebidas,Energéticos,TopBrasil,6.82,11.31,True,2022-10-03
P001151,Produto P001151,Higiene,Fraldas,Nordic,7.8,11.08,True,2022-04-07
P001152,Produto P001152,Limpeza,Lava-roupas,SulMax,5.33,8.04,True,2023-04-25
P001153,Produto P001153,Higiene,Fraldas,SulMax,11.67,18.06,True,2025-03-19
P001154,Produto P001154,Frios & Laticínios,Manteiga,ValeVerde,3.07,4.45,True,2025-07-05
P001155,Produto P001155,Higiene,Desodorantes,RioDoce,9.65,16.37,True,2024-03-28
P001156,Produto P001156,Higiene,Shampoo,Prime+,7.88,11.99,True,2024-02-14
P001157,Produto P001157,Bebidas,Refrigerantes,Nordic,12.16,21.12,True,2022-09-07
P001158,Produto P001158,Frios & Laticínios,Manteiga,Nordic,9.76,12.7,True,2025-02-05
P001159,Produto P001159,Frios & Laticínios,Leite,Nordic,9.38,14.56,True,2023-04-28
P001160,Produto P001160,Limpeza,Lava-roupas,Prime+,7.46,11.62,True,2022-08-14
P001161,Produto P001161,Mercearia,Snacks,Acme,9.79,12.54,True,2024-02-13
P001162,Produto P001162,Higiene,Fraldas,Acme,9.37,12.54,True,2023-10-26
P001163,Produto P001163,Higiene,Desodorantes,Prime+,17.58,26.7,True,2024-03-29
P001164,Produto P001164,Higiene,Shampoo,Acme,5.85,8.78,True,2023-11-27
P001165,Produto P001165,Bebidas,Sucos,RioDoce,9.19,14.34,True,2022-09-13
P001166,Produto P001166,Limpeza,Lava-roupas,EcoVida,11.68,15.92,True,2023-03-31
P001167,Produto P001167,Frios & Laticínios,Manteiga,SulMax,12.67,20.44,True,2024-03-23
P001168,Produto P001168,Bebidas,Sucos,TopBrasil,9.85,14.03,True,2024-11-21
P001169,Produto P001169,Higiene,Fraldas,Nordic,15.94,24.25,True,2025-02-17
P001170,Produto P001170,Frios & Laticínios,Requeijão,ValeVerde,2.78,3.79,True,2023-10-15
P001171,Produto P001171,Frios & Laticínios,Manteiga,Acme,5.85,9.91,True,2025-06-02
P001172,Produto P001172,Frios & Laticínios,Manteiga,EcoVida,10.16,13.75,True,2024-04-21
P001173,Produto P001173,Frios & Laticínios,Leite,RioDoce,7.78,11.69,False,2023-03-04
P001174,Produto P001174,Frios & Laticínios,Requeijão,SulMax,10.25,13.77,True,2022-08-22
P001175,Produto P001175,Frios & Laticínios,Manteiga,Nordic,12.75,16.61,True,2024-01-13
P001176,Produto P001176,Mercearia,Snacks,TopBrasil,8.32,10.89,False,2024-08-15
P001177,Produto P001177,Mercearia,Café/Chá,Acme,10.68,14.98,True,2023-06-09
P001178,Produto P001178,Mercearia,Massas,TopBrasil,6.54,10.49,True,2024-12-10
P001179,Produto P001179,Bebidas,Refrigerantes,Acme,7.05,9.27,True,2023-08-02
P001180,Produto P001180,Bebidas,Cervejas,EcoVida,7.92,11.68,True,2025-05-11
P001181,Produto P001181,Higiene,Sabonetes,SulMax,10.79,15.78,True,2024-12-31
P001182,Produto P001182,Mercearia,Café/Chá,EcoVida,9.21,13.87,True,2025-01-24
P001183,Produto P001183,Higiene,Pasta de dente,Acme,14.86,24.31,True,2024-05-21
P001184,Produto P001184,Frios & Laticínios,Requeijão,EcoVida,15.7,23.57,True,2022-05-16
P001185,Produto P001185,Limpeza,Amaciantes,Nordic,14.64,21.86,True,2023-10-31
P001186,Produto P001186,Frios & Laticínios,Queijos,EcoVida,8.91,13.88,True,2022-10-16
P001187,Produto P001187,Limpeza,Detergentes,Nordic,3.98,6.81,True,2022-05-15
P001188,Produto P001188,Higiene,Shampoo,SulMax,17.39,22.11,True,2022-09-28
P001189,Produto P001189,Higiene,Shampoo,Nordic,8.34,10.66,True,2023-05-04
P001190,Produto P001190,Frios & Laticínios,Leite,EcoVida,9.94,17.48,True,2024-06-04
P001191,Produto P001191,Higiene,Desodorantes,Acme,9.41,14.93,True,2023-09-10
P001192,Produto P001192,Higiene,Pasta de dente,ValeVerde,7.32,10.34,True,2024-09-13
P001193,Produto P001193,Mercearia,Enlatados,Prime+,9.65,15.18,True,2023-06-10
P001194,Produto P001194,Bebidas,Cervejas,ValeVerde,3.53,5.53,True,2023-08-01
P001195,Produto P001195,Mercearia,Enlatados,Acme,4.54,7.9,True,2023-09-21
P001196,Produto P001196,Frios & Laticínios,Manteiga,TopBrasil,10.17,16.53,True,2023-02-28
P001197,Produto P001197,Frios & Laticínios,Requeijão,ValeVerde,7.03,9.4,True,2022-11-03
P001198,Produto P001198,Bebidas,Energéticos,EcoVida,5.77,8.79,True,2024-05-28
P001199,Produto P001199,Limpeza,Desinfetantes,Acme,10.9,18.37,True,2023-10-20
P001200,Produto P001200,Frios & Laticínios,Queijos,TopBrasil,16.96,22.89,True,2025-06-21
